!Results
!X,Y,Z
809443.470962,2490216.841130,346.998857
809443.742718,2490216.857628,346.997188
809443.916982,2490216.835522,346.995788
809443.944366,2490216.842677,346.995531
809443.905836,2490216.861401,346.995876
809443.780234,2490216.857548,346.996928
809443.728757,2490216.940122,346.997234
809443.872397,2490217.042606,346.995879
809443.978269,2490216.917037,346.995110
809443.858530,2490216.610616,346.996071
809443.596080,2490216.423602,346.997478
809443.392571,2490216.465090,346.998655
809443.389503,2490216.623265,346.999067
809443.528461,2490216.772532,346.998581
809443.661752,2490216.856711,346.997790
809443.700736,2490216.850737,346.997530
809443.692856,2490216.816826,346.997598
809443.683721,2490216.820931,346.997660
809443.653668,2490216.787005,346.997859
809443.690025,2490216.693813,346.997553
809443.848982,2490216.639132,346.996249
809443.974652,2490216.712754,346.995201
809443.981665,2490216.876249,346.995140
809443.988917,2490217.049302,346.994786
809444.051671,2490217.213086,346.993604
809444.031039,2490217.260759,346.993616
809443.851208,2490217.168075,346.995669
809443.679690,2490217.064194,346.997334
809443.516604,2490217.034699,346.998369
809443.271039,2490217.128830,346.999050
809443.096044,2490217.277697,346.998803
809443.035603,2490217.240079,346.999007
809443.057205,2490216.953185,346.999807
809443.157083,2490216.724899,346.999839
809443.179475,2490216.779455,346.999818
809443.113590,2490216.992376,346.999727
809443.121957,2490217.145862,346.999323
809443.163888,2490217.246509,346.998863
809443.127874,2490217.489683,346.997482
809443.028200,2490217.900381,346.993848
809442.922533,2490218.251232,346.989411
809442.924007,2490218.351415,346.987931
809443.014331,2490218.227408,346.989791
809442.959338,2490217.804456,346.994759
809442.812464,2490217.032642,346.999211
809442.847554,2490216.357157,346.998807
809442.926481,2490216.066319,346.997274
809442.923194,2490215.979258,346.996602
809443.111095,2490215.964585,346.996391
809443.502515,2490215.823260,346.993860
809443.823881,2490215.488984,346.987931
809443.967371,2490215.280859,346.983779
809443.889856,2490215.345679,346.985434
809443.539072,2490215.570044,346.990850
809443.144191,2490215.817725,346.995015
809443.033181,2490216.003214,346.996808
809443.059883,2490216.143916,346.997823
809442.943562,2490216.272743,346.998569
809442.736502,2490216.446824,346.998992
809442.577429,2490216.621982,346.998936
809442.520650,2490216.688411,346.998789
809442.548734,2490216.723949,346.998950
809442.601885,2490216.824475,346.999196
809442.694299,2490216.873616,346.999498
809442.807818,2490216.755695,346.999785
809442.777220,2490216.636199,346.999607
809442.678601,2490216.799039,346.999428
809442.795962,2490217.224292,346.998760
809443.073629,2490217.526065,346.997299
809443.163706,2490217.458319,346.997669
809442.935664,2490217.218990,346.999026
809442.689132,2490217.036208,346.999222
809442.603879,2490216.806388,346.999172
809442.729981,2490216.529868,346.999213
809442.854188,2490217.011744,292.998704
809438.930994,2490224.509145,376.645883
809440.862132,2490220.064019,277.752774
809439.937178,2490219.772814,279.720693
809439.596454,2490218.772557,277.748602
809439.565081,2490218.535417,277.760055
809439.951621,2490219.015435,277.768977
809440.444858,2490219.690426,278.765826
809441.002383,2490220.000494,278.776460
809441.479401,2490220.044585,277.792029
809441.747208,2490220.296759,278.783559
809441.998643,2490220.354233,277.779215
809442.091992,2490220.529810,277.761362
809442.016716,2490220.821084,278.731067
809441.866676,2490220.838871,277.714763
809441.487587,2490221.249543,279.663458
809441.231979,2490221.134789,277.644257
809440.848661,2490221.275459,277.599461
809440.348615,2490221.488085,278.543231
809440.005486,2490221.300381,277.524808
809439.451936,2490221.335312,278.477320
809439.092754,2490221.082915,277.452753
809438.629695,2490220.982580,277.403758
809438.031852,2490221.013520,278.329631
809437.586959,2490220.947375,278.264702
809437.155662,2490220.962954,278.184896
809436.938741,2490220.909387,277.122416
809436.317417,2490221.175260,277.986769
809436.339761,2490221.065533,275.938411
809435.535841,2490221.510511,277.758513
809435.195191,2490221.645927,277.652715
809434.789526,2490221.782625,277.524430
809434.623392,2490221.767577,276.430233
809433.975509,2490222.107189,277.238676
809433.957058,2490222.177408,276.159818
809433.699396,2490222.464587,276.024075
809433.477882,2490222.770303,275.890694
809432.942077,2490223.306595,276.672940
809432.646072,2490223.723457,276.475924
809432.614178,2490223.937502,275.322422
809432.234522,2490224.306600,275.084339
809431.483966,2490224.841289,275.752295
809431.047809,2490225.032665,275.519204
809430.573561,2490225.101891,275.295552
809430.493040,2490224.842971,274.200459
809430.038379,2490224.884627,273.974304
809429.587585,2490225.017153,273.712525
809429.123029,2490225.251871,273.399999
809427.254114,2490226.426607,275.554229
809428.683818,2490225.603570,271.849907
809427.316449,2490226.508249,273.148405
809427.410141,2490226.534765,271.963142
809428.076327,2490226.194684,270.021743
809424.527902,2490228.520339,274.319423
809426.175454,2490227.557506,270.709960
